               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.014024,            0.067299,          0.00073461,             0.94112,             0.91565,             0.94925,             0.85484,           0.0056638,            0.024376,          0.00040913,           0.0053116,           0.0053116,           0.0053116
                 156,            0.014151,            0.067719,          0.00081599,             0.94518,             0.91211,             0.94913,             0.85498,           0.0056625,            0.024372,           0.0004093,           0.0052645,           0.0052645,           0.0052645
                 157,            0.013994,            0.067184,          0.00084015,             0.94493,             0.91205,             0.94909,             0.85428,           0.0056578,            0.024357,          0.00040955,           0.0052174,           0.0052174,           0.0052174
                 158,            0.014025,            0.068025,          0.00078393,             0.94324,             0.91363,             0.94907,             0.85468,           0.0056503,            0.024336,          0.00040927,           0.0051704,           0.0051704,           0.0051704
                 159,              0.0137,            0.066655,          0.00079025,             0.94391,             0.91286,             0.94886,             0.85484,           0.0056442,            0.024321,           0.0004098,           0.0051234,           0.0051234,           0.0051234
                 160,            0.013771,            0.066886,           0.0008176,             0.94423,             0.91393,              0.9498,              0.8554,           0.0056382,            0.024306,          0.00040936,           0.0050765,           0.0050765,           0.0050765
                 161,            0.013943,            0.067581,          0.00088426,             0.94512,             0.91251,              0.9498,             0.85603,           0.0056354,            0.024296,          0.00040933,           0.0050296,           0.0050296,           0.0050296
                 162,            0.013714,            0.066326,          0.00069582,             0.94172,             0.91555,             0.94976,              0.8559,             0.00563,            0.024281,          0.00040973,           0.0049828,           0.0049828,           0.0049828
                 163,            0.013881,            0.066705,          0.00073055,             0.94229,             0.91453,             0.94895,             0.85531,            0.005626,            0.024265,          0.00040984,            0.004936,            0.004936,            0.004936
                 164,            0.013878,            0.066127,          0.00082363,             0.94328,             0.91465,             0.94914,             0.85541,           0.0056217,            0.024249,          0.00040905,           0.0048893,           0.0048893,           0.0048893
                 165,            0.013735,            0.065611,          0.00068526,             0.94732,             0.91117,             0.94924,             0.85483,           0.0056171,            0.024236,          0.00040936,           0.0048426,           0.0048426,           0.0048426
                 166,            0.013727,            0.065693,          0.00069637,             0.94814,             0.91074,             0.94937,             0.85572,           0.0056106,            0.024222,          0.00040894,            0.004796,            0.004796,            0.004796
                 167,            0.013807,            0.066883,          0.00088999,             0.94852,             0.91104,             0.94944,             0.85553,           0.0056059,            0.024211,          0.00040913,           0.0047495,           0.0047495,           0.0047495
                 168,              0.0136,             0.06621,          0.00071986,             0.94755,              0.9108,             0.94937,             0.85598,           0.0056017,            0.024202,          0.00040937,           0.0047031,           0.0047031,           0.0047031
                 169,            0.013727,             0.06604,          0.00067324,             0.94757,             0.91109,             0.94943,             0.85585,           0.0055948,            0.024185,          0.00040942,           0.0046568,           0.0046568,           0.0046568
                 170,            0.013539,            0.064831,          0.00082523,             0.94484,             0.91387,             0.94947,             0.85618,           0.0055899,            0.024174,          0.00040925,           0.0046105,           0.0046105,           0.0046105
                 171,            0.013742,            0.066909,          0.00080365,             0.94468,             0.91382,             0.94956,             0.85631,           0.0055829,            0.024165,           0.0004085,           0.0045644,           0.0045644,           0.0045644
                 172,            0.013478,            0.064959,          0.00068517,             0.94488,             0.91395,             0.94963,             0.85598,           0.0055775,            0.024158,          0.00040878,           0.0045184,           0.0045184,           0.0045184
                 173,            0.013652,            0.066443,          0.00079033,             0.94386,             0.91425,             0.94964,             0.85618,           0.0055744,            0.024154,          0.00040905,           0.0044724,           0.0044724,           0.0044724
                 174,            0.013586,             0.06462,          0.00072266,             0.94441,             0.91418,             0.94969,             0.85626,           0.0055719,            0.024151,          0.00040908,           0.0044266,           0.0044266,           0.0044266
                 175,            0.013473,            0.065492,          0.00072105,             0.94395,             0.91392,              0.9497,             0.85625,            0.005567,            0.024141,          0.00040919,           0.0043809,           0.0043809,           0.0043809
                 176,             0.01362,            0.064842,          0.00082505,             0.94472,             0.91295,             0.94966,             0.85634,           0.0055643,            0.024136,          0.00040903,           0.0043353,           0.0043353,           0.0043353
                 177,            0.013384,            0.065371,          0.00073032,             0.94372,             0.91296,             0.94944,             0.85614,            0.005563,            0.024138,           0.0004089,           0.0042899,           0.0042899,           0.0042899
                 178,            0.013503,            0.065408,           0.0008048,             0.94548,             0.91189,             0.94939,             0.85577,           0.0055591,            0.024132,          0.00040815,           0.0042445,           0.0042445,           0.0042445
                 179,            0.013483,            0.064644,          0.00078784,             0.94563,             0.91223,             0.94952,             0.85619,           0.0055548,            0.024123,          0.00040729,           0.0041994,           0.0041994,           0.0041994
                 180,            0.013262,            0.064602,          0.00072077,             0.94519,             0.91256,              0.9494,              0.8564,           0.0055522,            0.024116,          0.00040665,           0.0041543,           0.0041543,           0.0041543
                 181,            0.013375,            0.064923,          0.00074206,             0.94557,             0.91252,             0.94947,             0.85611,            0.005549,            0.024108,          0.00040587,           0.0041094,           0.0041094,           0.0041094
                 182,            0.013431,            0.064415,          0.00083952,             0.94534,             0.91278,             0.94943,             0.85661,           0.0055472,            0.024106,          0.00040538,           0.0040647,           0.0040647,           0.0040647
                 183,            0.013627,            0.067171,          0.00071937,              0.9446,             0.91282,             0.94934,             0.85663,            0.005543,            0.024097,          0.00040468,           0.0040201,           0.0040201,           0.0040201
                 184,            0.013358,            0.064749,          0.00071486,             0.94529,             0.91241,             0.94937,             0.85726,           0.0055375,            0.024085,          0.00040382,           0.0039757,           0.0039757,           0.0039757
                 185,              0.0132,            0.063184,          0.00066698,             0.94711,             0.91008,             0.94931,              0.8567,            0.005531,            0.024072,          0.00040321,           0.0039314,           0.0039314,           0.0039314
                 186,            0.013283,            0.063559,          0.00073053,             0.94277,             0.91357,             0.94937,             0.85725,           0.0055258,            0.024059,          0.00040243,           0.0038873,           0.0038873,           0.0038873
                 187,            0.013264,             0.06457,          0.00072204,             0.94522,             0.91123,             0.94935,             0.85723,           0.0055218,            0.024055,          0.00040226,           0.0038434,           0.0038434,           0.0038434
                 188,            0.013118,            0.064318,          0.00079425,             0.94635,             0.91014,              0.9492,               0.857,           0.0055149,            0.024041,          0.00040152,           0.0037997,           0.0037997,           0.0037997
                 189,            0.013125,             0.06348,          0.00068459,             0.94768,             0.90917,             0.94911,             0.85707,           0.0055137,            0.024034,          0.00040053,           0.0037562,           0.0037562,           0.0037562
                 190,            0.013179,            0.064736,          0.00066539,             0.94806,             0.90881,             0.94907,             0.85751,            0.005511,             0.02403,           0.0004001,           0.0037128,           0.0037128,           0.0037128
                 191,            0.013144,            0.064139,          0.00080392,             0.94634,             0.91051,             0.94884,              0.8574,           0.0055052,            0.024019,          0.00039974,           0.0036697,           0.0036697,           0.0036697
                 192,            0.013053,            0.063994,          0.00068633,             0.94618,             0.91059,              0.9488,             0.85749,           0.0054994,            0.024008,          0.00039911,           0.0036267,           0.0036267,           0.0036267
                 193,            0.012958,            0.063157,          0.00065475,             0.94666,             0.91047,             0.94854,             0.85771,           0.0054955,            0.024003,          0.00039842,            0.003584,            0.003584,            0.003584
                 194,            0.013136,            0.064009,          0.00077574,             0.94671,             0.91097,             0.94857,             0.85791,           0.0054919,            0.023997,          0.00039811,           0.0035415,           0.0035415,           0.0035415
                 195,            0.013001,            0.063444,           0.0007247,             0.94676,             0.91072,             0.94856,             0.85787,           0.0054884,            0.023991,          0.00039782,           0.0034991,           0.0034991,           0.0034991
                 196,            0.013019,            0.063463,          0.00070423,              0.9465,             0.91124,              0.9485,             0.85801,           0.0054858,            0.023988,          0.00039726,            0.003457,            0.003457,            0.003457
                 197,            0.012935,            0.063693,           0.0007686,             0.94648,             0.91097,              0.9484,             0.85791,           0.0054827,            0.023977,          0.00039686,           0.0034152,           0.0034152,           0.0034152
                 198,            0.012991,            0.063062,          0.00070949,             0.94772,             0.90998,             0.94821,             0.85799,           0.0054789,             0.02397,          0.00039681,           0.0033735,           0.0033735,           0.0033735
                 199,            0.013057,            0.062878,          0.00066021,             0.94739,             0.90985,             0.94803,             0.85771,            0.005473,             0.02396,          0.00039681,           0.0033321,           0.0033321,           0.0033321
                 200,            0.012714,            0.061347,          0.00064012,             0.94731,              0.9103,             0.94783,             0.85797,           0.0054681,            0.023949,          0.00039687,           0.0032909,           0.0032909,           0.0032909
                 201,             0.01283,            0.063034,          0.00062431,             0.94666,             0.91012,             0.94765,             0.85807,           0.0054639,            0.023942,          0.00039647,             0.00325,             0.00325,             0.00325
                 202,            0.013038,            0.063942,          0.00069768,             0.94753,             0.90956,             0.94733,             0.85814,           0.0054602,            0.023936,          0.00039652,           0.0032093,           0.0032093,           0.0032093
                 203,            0.012858,             0.06248,           0.0007606,             0.94758,             0.90912,             0.94725,             0.85802,           0.0054575,            0.023931,          0.00039622,           0.0031689,           0.0031689,           0.0031689
                 204,            0.012725,            0.062737,          0.00071479,             0.94635,             0.91055,             0.94713,             0.85801,           0.0054549,            0.023924,          0.00039623,           0.0031287,           0.0031287,           0.0031287
                 205,            0.012721,            0.062205,          0.00068405,             0.94688,              0.9106,              0.9472,             0.85814,           0.0054536,            0.023922,          0.00039595,           0.0030888,           0.0030888,           0.0030888
                 206,            0.012875,            0.062897,          0.00065001,             0.94662,             0.91072,             0.94708,             0.85853,           0.0054498,            0.023911,          0.00039585,           0.0030491,           0.0030491,           0.0030491
                 207,            0.012593,            0.061196,          0.00059796,               0.947,             0.90992,             0.94695,             0.85858,           0.0054469,            0.023906,          0.00039595,           0.0030097,           0.0030097,           0.0030097
                 208,            0.012613,            0.061306,          0.00065399,             0.94701,             0.91041,             0.94707,             0.85866,           0.0054447,              0.0239,           0.0003964,           0.0029706,           0.0029706,           0.0029706
                 209,            0.012609,            0.062328,          0.00062392,             0.94692,             0.91017,             0.94706,             0.85854,           0.0054429,            0.023895,          0.00039637,           0.0029318,           0.0029318,           0.0029318
                 210,            0.012616,            0.062224,           0.0006855,             0.94737,              0.9104,             0.94713,             0.85897,           0.0054392,             0.02389,          0.00039653,           0.0028932,           0.0028932,           0.0028932
                 211,            0.012651,            0.062152,          0.00072571,             0.94581,             0.91208,             0.94702,               0.859,           0.0054387,            0.023886,          0.00039638,            0.002855,            0.002855,            0.002855
                 212,              0.0124,            0.061206,          0.00060908,             0.94531,              0.9118,               0.947,              0.8591,           0.0054373,            0.023883,          0.00039623,            0.002817,            0.002817,            0.002817
                 213,            0.012575,            0.061343,          0.00056796,             0.94569,             0.91178,             0.94703,             0.85947,           0.0054366,            0.023879,          0.00039647,           0.0027793,           0.0027793,           0.0027793
                 214,            0.012597,            0.061181,          0.00069176,             0.94678,             0.91069,             0.94695,             0.85907,           0.0054337,            0.023875,          0.00039646,           0.0027419,           0.0027419,           0.0027419
                 215,            0.012606,             0.06177,          0.00066899,             0.94901,             0.90864,             0.94693,             0.85922,           0.0054337,            0.023874,          0.00039649,           0.0027048,           0.0027048,           0.0027048
                 216,            0.012459,             0.06192,          0.00062842,             0.94573,              0.9115,             0.94691,             0.85958,           0.0054328,            0.023869,          0.00039624,           0.0026681,           0.0026681,           0.0026681
                 217,            0.012424,            0.061003,          0.00068015,             0.94573,              0.9118,              0.9469,             0.85971,           0.0054314,            0.023868,          0.00039612,           0.0026316,           0.0026316,           0.0026316
                 218,            0.012418,            0.060791,          0.00066958,             0.94582,             0.91111,             0.94693,             0.85966,           0.0054289,             0.02386,          0.00039576,           0.0025954,           0.0025954,           0.0025954
                 219,            0.012477,            0.061837,          0.00065502,              0.9478,             0.90917,             0.94678,             0.85962,           0.0054282,             0.02386,          0.00039574,           0.0025596,           0.0025596,           0.0025596
                 220,            0.012473,            0.061762,          0.00066814,             0.94699,             0.90943,             0.94637,             0.85951,           0.0054261,             0.02386,          0.00039536,           0.0025241,           0.0025241,           0.0025241
                 221,            0.012489,            0.061192,          0.00057036,             0.94798,             0.90814,             0.94636,             0.85954,            0.005423,            0.023856,          0.00039521,           0.0024889,           0.0024889,           0.0024889
                 222,            0.012378,            0.060582,          0.00061821,             0.94699,             0.90913,             0.94629,             0.85931,           0.0054219,            0.023856,          0.00039499,           0.0024541,           0.0024541,           0.0024541
                 223,            0.012353,            0.060767,          0.00067624,             0.94662,             0.90857,             0.94601,             0.85917,           0.0054189,            0.023847,          0.00039471,           0.0024195,           0.0024195,           0.0024195
                 224,            0.012405,            0.060423,          0.00064796,             0.94589,             0.90878,             0.94601,             0.85905,           0.0054159,            0.023842,          0.00039463,           0.0023854,           0.0023854,           0.0023854
                 225,            0.012344,            0.060735,           0.0004846,             0.94816,             0.90693,             0.94588,              0.8591,           0.0054102,            0.023834,          0.00039445,           0.0023515,           0.0023515,           0.0023515
                 226,             0.01224,            0.060571,          0.00063939,             0.94801,             0.90753,             0.94609,             0.85931,           0.0054086,            0.023829,          0.00039484,            0.002318,            0.002318,            0.002318
                 227,            0.012202,            0.061147,          0.00062987,             0.94892,             0.90687,             0.94604,             0.85922,           0.0054056,            0.023825,          0.00039498,           0.0022849,           0.0022849,           0.0022849
                 228,            0.012224,            0.060711,          0.00055494,             0.94689,             0.90877,             0.94599,              0.8594,           0.0054022,            0.023822,          0.00039489,           0.0022521,           0.0022521,           0.0022521
                 229,            0.012331,            0.060868,           0.0005875,             0.94664,             0.90903,             0.94589,             0.85909,           0.0054012,            0.023819,          0.00039532,           0.0022196,           0.0022196,           0.0022196
                 230,            0.012334,            0.060615,          0.00056081,             0.94781,             0.90776,             0.94568,             0.85872,           0.0053979,            0.023814,          0.00039557,           0.0021876,           0.0021876,           0.0021876
                 231,            0.012251,            0.060254,          0.00062217,             0.94754,             0.90806,             0.94557,             0.85873,           0.0053965,            0.023816,          0.00039576,           0.0021558,           0.0021558,           0.0021558
                 232,            0.012285,            0.060767,          0.00062369,             0.94944,              0.9063,             0.94554,             0.85902,           0.0053941,            0.023814,          0.00039582,           0.0021245,           0.0021245,           0.0021245
                 233,            0.012152,            0.059566,          0.00064431,             0.94843,             0.90778,             0.94552,             0.85882,            0.005393,            0.023815,          0.00039612,           0.0020935,           0.0020935,           0.0020935
                 234,            0.012165,            0.060234,          0.00064963,             0.94882,             0.90669,             0.94528,              0.8589,           0.0053896,             0.02381,          0.00039633,           0.0020629,           0.0020629,           0.0020629
                 235,            0.012211,            0.059846,          0.00059571,              0.9478,             0.90705,              0.9452,             0.85898,           0.0053858,            0.023806,          0.00039651,           0.0020327,           0.0020327,           0.0020327
                 236,            0.012244,            0.059654,          0.00064374,             0.94685,             0.90805,             0.94535,             0.85864,           0.0053817,              0.0238,          0.00039658,           0.0020028,           0.0020028,           0.0020028
                 237,            0.012231,            0.059333,          0.00060948,             0.94814,             0.90674,             0.94528,             0.85855,           0.0053773,            0.023794,          0.00039675,           0.0019734,           0.0019734,           0.0019734
                 238,            0.012143,            0.060161,          0.00059209,             0.94798,             0.90673,             0.94528,             0.85855,           0.0053732,            0.023792,          0.00039698,           0.0019443,           0.0019443,           0.0019443
                 239,            0.011996,            0.060199,          0.00057137,              0.9473,             0.90676,             0.94523,             0.85891,           0.0053725,            0.023793,          0.00039712,           0.0019156,           0.0019156,           0.0019156
                 240,            0.012056,            0.059804,           0.0005907,             0.94907,             0.90498,             0.94513,             0.85883,           0.0053704,            0.023787,          0.00039746,           0.0018873,           0.0018873,           0.0018873
                 241,            0.011984,            0.059902,          0.00050999,             0.94906,             0.90502,             0.94512,             0.85878,           0.0053687,            0.023784,          0.00039736,           0.0018594,           0.0018594,           0.0018594
                 242,            0.011967,            0.059681,          0.00062109,             0.94904,             0.90493,             0.94507,             0.85905,           0.0053675,            0.023781,          0.00039723,           0.0018319,           0.0018319,           0.0018319
                 243,            0.012072,            0.060071,          0.00062118,             0.95021,             0.90436,              0.9451,             0.85904,           0.0053641,            0.023771,          0.00039692,           0.0018048,           0.0018048,           0.0018048
                 244,            0.012016,             0.05926,           0.0005669,             0.94861,             0.90504,             0.94513,             0.85909,             0.00536,            0.023766,          0.00039691,           0.0017781,           0.0017781,           0.0017781
                 245,            0.012006,            0.058441,          0.00058524,             0.95359,             0.90086,             0.94516,              0.8594,           0.0053561,             0.02376,          0.00039728,           0.0017519,           0.0017519,           0.0017519
                 246,            0.011826,            0.058452,          0.00057474,             0.95355,             0.90086,              0.9452,             0.85948,           0.0053519,            0.023752,          0.00039731,            0.001726,            0.001726,            0.001726
                 247,            0.011736,            0.058894,          0.00051785,               0.954,             0.90076,             0.94511,              0.8593,             0.00535,            0.023747,          0.00039737,           0.0017005,           0.0017005,           0.0017005
                 248,            0.012081,            0.059127,          0.00058173,               0.954,             0.90082,             0.94508,              0.8592,           0.0053461,            0.023739,          0.00039748,           0.0016755,           0.0016755,           0.0016755
                 249,            0.011902,            0.059374,           0.0005689,             0.95469,             0.90018,             0.94507,             0.85909,           0.0053466,            0.023739,          0.00039736,           0.0016509,           0.0016509,           0.0016509
                 250,            0.011724,            0.058529,          0.00052661,             0.95464,             0.90055,             0.94505,             0.85914,           0.0053423,            0.023735,          0.00039766,           0.0016267,           0.0016267,           0.0016267
                 251,             0.01177,            0.057764,          0.00057858,             0.95606,             0.90113,             0.94513,               0.859,           0.0053398,            0.023733,          0.00039803,           0.0016029,           0.0016029,           0.0016029
                 252,            0.011799,            0.058674,          0.00054278,             0.95631,              0.9008,             0.94508,             0.85915,           0.0053353,            0.023725,          0.00039803,           0.0015795,           0.0015795,           0.0015795
                 253,            0.011811,            0.058708,          0.00058054,             0.95633,             0.90082,             0.94487,             0.85926,           0.0053364,            0.023729,          0.00039859,           0.0015566,           0.0015566,           0.0015566
                 254,            0.011689,            0.057999,           0.0005731,             0.95589,             0.90089,             0.94484,             0.85937,           0.0053325,             0.02372,          0.00039903,           0.0015341,           0.0015341,           0.0015341
                 255,            0.011727,            0.058684,          0.00056333,              0.9563,             0.90047,             0.94486,             0.85928,           0.0053295,            0.023716,          0.00039926,           0.0015121,           0.0015121,           0.0015121
                 256,            0.011719,            0.057394,          0.00060486,             0.95633,             0.90012,              0.9448,             0.85922,           0.0053267,            0.023711,          0.00039933,           0.0014905,           0.0014905,           0.0014905
                 257,            0.011787,            0.058816,           0.0005348,             0.95721,             0.89916,             0.94473,             0.85902,           0.0053261,             0.02371,          0.00039941,           0.0014693,           0.0014693,           0.0014693
                 258,            0.011665,            0.059246,          0.00051622,             0.95727,             0.89909,             0.94474,             0.85913,           0.0053255,            0.023709,          0.00039943,           0.0014486,           0.0014486,           0.0014486
                 259,            0.011784,             0.05799,          0.00052797,             0.95998,               0.897,             0.94454,             0.85919,           0.0053232,            0.023705,          0.00039947,           0.0014283,           0.0014283,           0.0014283
                 260,            0.011678,            0.058029,          0.00058295,             0.95973,             0.89704,             0.94433,             0.85915,           0.0053204,            0.023702,          0.00039963,           0.0014084,           0.0014084,           0.0014084
                 261,            0.011662,            0.058027,          0.00051379,             0.95556,             0.90023,             0.94432,             0.85925,            0.005319,            0.023701,          0.00039979,            0.001389,            0.001389,            0.001389
                 262,            0.011638,            0.057705,          0.00050199,             0.96066,             0.89606,             0.94432,             0.85935,           0.0053174,            0.023698,          0.00040002,           0.0013701,           0.0013701,           0.0013701
                 263,            0.011604,            0.057618,          0.00052692,             0.96102,             0.89602,             0.94433,             0.85964,            0.005316,            0.023697,          0.00040017,           0.0013516,           0.0013516,           0.0013516
                 264,            0.011714,             0.05767,          0.00061223,             0.96068,             0.89646,              0.9444,             0.85974,           0.0053118,            0.023693,           0.0004001,           0.0013336,           0.0013336,           0.0013336
                 265,             0.01173,            0.057612,           0.0005634,             0.95999,             0.89702,             0.94433,             0.85982,           0.0053096,            0.023693,          0.00040031,            0.001316,            0.001316,            0.001316
                 266,            0.011586,            0.057246,           0.0005351,             0.96124,             0.89593,             0.94419,             0.86011,           0.0053068,             0.02369,          0.00040018,           0.0012989,           0.0012989,           0.0012989
                 267,            0.011518,            0.057368,          0.00054581,             0.96083,              0.8969,             0.94413,             0.86013,           0.0053035,            0.023686,          0.00040016,           0.0012822,           0.0012822,           0.0012822
                 268,            0.011493,            0.057331,          0.00061515,             0.96043,             0.89663,             0.94373,             0.86014,           0.0053062,            0.023693,          0.00040072,            0.001266,            0.001266,            0.001266
                 269,            0.011598,            0.057445,           0.0005908,             0.96107,             0.89621,             0.94332,             0.86013,           0.0053071,            0.023697,          0.00040092,           0.0012503,           0.0012503,           0.0012503
                 270,            0.011544,            0.057562,          0.00047207,             0.96173,             0.89553,             0.94339,             0.86038,           0.0053055,            0.023698,          0.00040126,            0.001235,            0.001235,            0.001235
                 271,            0.011429,            0.056756,           0.0005457,             0.96152,             0.89568,             0.94337,                0.86,            0.005302,            0.023698,          0.00040179,           0.0012202,           0.0012202,           0.0012202
                 272,            0.011274,            0.057172,          0.00049141,             0.96082,             0.89617,             0.94336,             0.86011,           0.0053007,            0.023698,          0.00040209,           0.0012059,           0.0012059,           0.0012059
                 273,            0.011495,            0.057176,          0.00043889,             0.96076,             0.89583,             0.94305,             0.86023,           0.0053008,            0.023706,           0.0004025,           0.0011921,           0.0011921,           0.0011921
                 274,             0.01159,            0.057056,          0.00050185,             0.96147,             0.89571,              0.9428,             0.86027,           0.0052981,            0.023706,          0.00040278,           0.0011787,           0.0011787,           0.0011787
                 275,            0.011475,            0.057005,          0.00054913,             0.96141,             0.89575,             0.94233,             0.85986,           0.0052967,            0.023708,          0.00040315,           0.0011658,           0.0011658,           0.0011658
                 276,            0.011422,            0.056404,          0.00051167,             0.96182,              0.8954,             0.94214,             0.86005,           0.0052957,            0.023713,          0.00040379,           0.0011533,           0.0011533,           0.0011533
                 277,            0.011439,            0.056861,          0.00058424,             0.96137,             0.89538,             0.94203,             0.86005,           0.0052954,            0.023713,          0.00040401,           0.0011414,           0.0011414,           0.0011414
                 278,            0.011302,            0.056584,          0.00054479,             0.96181,             0.89543,             0.94207,             0.86028,           0.0052929,            0.023711,          0.00040435,           0.0011299,           0.0011299,           0.0011299
                 279,            0.011468,            0.056328,          0.00046686,              0.9618,             0.89572,             0.94208,              0.8602,           0.0052915,            0.023708,          0.00040452,           0.0011189,           0.0011189,           0.0011189
                 280,            0.011539,            0.057259,          0.00048725,             0.96218,             0.89524,             0.94206,             0.86051,           0.0052878,            0.023701,          0.00040493,           0.0011084,           0.0011084,           0.0011084
                 281,            0.011488,            0.057484,          0.00055248,             0.96423,              0.8935,             0.94208,             0.86072,            0.005286,            0.023701,          0.00040518,           0.0010983,           0.0010983,           0.0010983
                 282,            0.011446,            0.056782,          0.00057252,             0.96206,             0.89496,             0.94263,             0.86091,           0.0052835,            0.023699,           0.0004056,           0.0010888,           0.0010888,           0.0010888
                 283,            0.011365,            0.057537,          0.00057285,             0.96417,             0.89356,             0.94244,             0.86124,           0.0052826,            0.023701,          0.00040595,           0.0010797,           0.0010797,           0.0010797
                 284,            0.011582,            0.057273,          0.00053965,             0.96425,             0.89391,             0.94232,             0.86091,           0.0052822,            0.023702,          0.00040637,           0.0010711,           0.0010711,           0.0010711
                 285,             0.01126,             0.05555,          0.00051492,             0.96424,             0.89388,               0.942,             0.86097,           0.0052811,            0.023703,           0.0004072,            0.001063,            0.001063,            0.001063
                 286,            0.011487,            0.057097,          0.00056099,             0.96414,             0.89356,             0.94184,             0.86096,            0.005276,            0.023701,           0.0004078,           0.0010554,           0.0010554,           0.0010554
                 287,            0.011292,            0.056034,          0.00046358,             0.96426,             0.89388,             0.94181,               0.861,            0.005273,              0.0237,          0.00040806,           0.0010483,           0.0010483,           0.0010483
                 288,            0.011287,            0.056198,          0.00046993,             0.96459,             0.89327,             0.94168,              0.8611,           0.0052699,            0.023701,          0.00040858,           0.0010416,           0.0010416,           0.0010416
                 289,            0.011358,            0.056562,          0.00045312,              0.9646,             0.89322,              0.9417,             0.86107,           0.0052716,            0.023703,          0.00040856,           0.0010355,           0.0010355,           0.0010355
                 290,             0.01125,            0.056773,          0.00059103,             0.96393,             0.89356,             0.94165,             0.86109,           0.0052685,            0.023702,          0.00040881,           0.0010298,           0.0010298,           0.0010298
                 291,            0.011511,            0.057238,          0.00057831,             0.96222,             0.89508,             0.94168,             0.86123,           0.0052682,            0.023703,          0.00040916,           0.0010247,           0.0010247,           0.0010247
                 292,            0.011451,            0.056631,          0.00054238,             0.96354,              0.8943,             0.94173,             0.86118,            0.005267,            0.023701,          0.00040955,             0.00102,             0.00102,             0.00102
                 293,            0.011332,             0.05594,          0.00053666,             0.96258,             0.89535,             0.94181,             0.86109,           0.0052661,            0.023704,          0.00041017,           0.0010158,           0.0010158,           0.0010158
                 294,            0.011306,            0.056753,          0.00044185,             0.96254,             0.89533,             0.94178,             0.86148,           0.0052629,            0.023701,          0.00041064,           0.0010121,           0.0010121,           0.0010121
                 295,            0.011401,            0.056441,            0.000594,              0.9626,             0.89499,             0.94164,             0.86125,            0.005263,            0.023701,          0.00041135,           0.0010089,           0.0010089,           0.0010089
                 296,            0.011335,            0.056145,          0.00047966,             0.96302,               0.895,             0.94166,             0.86136,           0.0052613,            0.023697,          0.00041201,           0.0010062,           0.0010062,           0.0010062
                 297,            0.011317,            0.056579,          0.00048597,             0.96266,             0.89499,             0.94195,              0.8617,           0.0052591,            0.023696,          0.00041256,           0.0010039,           0.0010039,           0.0010039
                 298,            0.011405,            0.057269,          0.00055466,             0.96306,             0.89533,             0.94197,             0.86168,            0.005257,            0.023692,          0.00041296,           0.0010022,           0.0010022,           0.0010022
                 299,            0.011358,            0.057222,          0.00055479,             0.96382,             0.89499,               0.942,             0.86163,           0.0052553,            0.023692,          0.00041362,            0.001001,            0.001001,            0.001001
